"Violation ID","Primary Building Identifier","Primary Boro Identifier","Primary Borough Name","Primary House Number","Primary Low House Number","Primary High House Number","Primary Street Name","Primary Postcode","Development Name","TDS Number","Stairhall Number","NYCHA Address Section BoroID","NYCHA Address Section Borough","NYCHA Address Section House Number","NYCHA Address Section Street Name","NYCHA Address Section PostCode","Apartment","Story","Block","Lot","Violation Description","Class","Inspection Date","Approved Date","Order Number","Issued in Error","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"18311212","804658","1","MANHATTAN","218","218","220","EAST 115 STREET","10029","JEFFERSON","64","28","1","MANHATTAN","218","EAST 115 STREET","10029","3A","3","01662","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK BEHIND THE EAST AND SOUTH WALLS  IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","10/20/2025","10/20/2025","583","N","40.796972","-73.939869","111","8","1080706","1016620001","180","MN1102"
"18311213","804658","1","MANHATTAN","218","218","220","EAST 115 STREET","10029","JEFFERSON","64","28","1","MANHATTAN","218","EAST 115 STREET","10029","3A","3","01662","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH WALL  IN THE  1st ROOM  FROM NORTH AT WEST LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","10/20/2025","10/20/2025","508","N","40.796972","-73.939869","111","8","1080706","1016620001","180","MN1102"
"18271217","812476","5","STATEN ISLAND","51","51","67","HILL STREET","10304","STAPLETON","114","11","5","STATEN ISLAND","67","HILL STREET","10304","8E","8","00545","0100","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE  ENTIRE APARTMENT  LOCATED AT APT 8E, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""e-h""","C","10/03/2025","10/06/2025","569","N","40.621479","-74.079879","501","49","5113114","5005450100","29","SI0102"
"18271218","812476","5","STATEN ISLAND","51","51","67","HILL STREET","10304","STAPLETON","114","11","5","STATEN ISLAND","67","HILL STREET","10304","8E","8","00545","0100","566 (B) 27-2021.4 HMC: ABATE THE NUISANCE CONSISTING OF PESTS. EVIDENCE OF  FLIES   IN THE  ENTIRE APARTMENT  LOCATED AT APT 8E, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""e-h""","B","10/03/2025","10/06/2025","566","N","40.621479","-74.079879","501","49","5113114","5005450100","29","SI0102"
"18227720","805285","1","MANHATTAN","2370","2370","2370","2 AVENUE","10035","WAGNER","74","16","1","MANHATTAN","2370","2ND AVENUE","10035","7D","7","01797","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING AND ALL WALLS   IN THE  BATHROOM  LOCATED AT APT 7D, 7th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","09/15/2025","09/22/2025","508","N","40.800359","-73.935217","111","8","1081276","1017970001","194","MN1102"
"18235887","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR ( CAUSING A TRIP HAZARD)  IN THE  KITCHEN  LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","C","09/18/2025","09/18/2025","502","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235889","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL FINISH BY METHOD OF REGLAZING AT BATHTUB   IN THE  BATHROOM  LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/18/2025","502","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235890","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL FINISH BY METHOD OF REGLAZING AT WASH BASIN   IN THE  BATHROOM  LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","A","09/18/2025","09/18/2025","502","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235892","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","C","09/18/2025","09/18/2025","568","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18271220","812476","5","STATEN ISLAND","51","51","67","HILL STREET","10304","STAPLETON","114","11","5","STATEN ISLAND","67","HILL STREET","10304","8E","8","00545","0100","§ 27-2045(B)(1)(A) HMC, § 12-01, § 12-03 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL SMOKE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH DEPARTMENT OF BUILDINGS RULES AND REGULATIONS  DEFECTIVE   IN THE  ENTIRE APARTMENT  LOCATED AT APT 8E, 8th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ""e-h""","B","10/03/2025","10/06/2025","702","N","40.621479","-74.079879","501","49","5113114","5005450100","29","SI0102"
"18326275","210424","3","BROOKLYN","370","370","372","BLAKE AVENUE","11212","VAN DYKE I","61","16","3","BROOKLYN","372","BLAKE AVENUE","11212","10E","10","03777","0001","§ 27-2026 ADM CODE  RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL ...  IN THE  BATHROOM  LOCATED AT APT 10E, 10th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","10/27/2025","10/31/2025","591","N","40.666238","-73.905526","316","41","3328042","3037770001","910","BK1602"
"18235895","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOORNO CAUSING A TRIP HAZARD   IN THE  1st ROOM  FROM EAST LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/18/2025","502","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235896","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROVIDE 2 ESCUTHEON PLATES AT TOP AND BOTTOM OF RISER   IN THE  1st ROOM  FROM EAST LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/18/2025","504","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235897","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION...  MORE THAN 10 SQ FT BUT LESS THAN 30 SQ. FT.  AT NORTHWALL   IN THE  2nd PRIVATE HALLWAY  FROM EAST AT CENTER LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/18/2025","550","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18227721","805285","1","MANHATTAN","2370","2370","2370","2 AVENUE","10035","WAGNER","74","16","1","MANHATTAN","2370","2ND AVENUE","10035","7D","7","01797","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING AND ALL WALLS   IN THE  PRIVATE HALLWAY  LOCATED AT APT 7D, 7th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","09/15/2025","09/22/2025","508","N","40.800359","-73.935217","111","8","1081276","1017970001","194","MN1102"
"18235898","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 SQ.FT AT EAST WALL  IN THE  2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","A","09/18/2025","09/18/2025","550","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235899","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROVIDE 2 ESCUTHEON PLATE AT TOP OF RISER  IN THE  2nd ROOM  FROM EAST AT SOUTH LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/18/2025","504","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235900","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROVIDE 2 ESCUTHEON PLATES AT TOP OF RISER   IN THE  2nd ROOM  FROM EAST AT NORTH LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/18/2025","504","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18235901","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE  HINGES AT APARTMENT ENTRANCE DOOR   IN THE  ENTRANCE  LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","C","09/18/2025","09/18/2025","530","N","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18236964","986494","1","MANHATTAN","180","180","180","SOUTH STREET","10038","SMITH","27","4","1","MANHATTAN","180","SOUTH STREET","10038","3B","3","00111","0100","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AND            NORTH WALL IN THE  KITCHEN  LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","B","09/12/2025","09/16/2025","583","N","40.708821","-73.998968","103","1","1077413","1001110100","25","MN0301"
"18237009","986494","1","MANHATTAN","180","180","180","SOUTH STREET","10038","SMITH","27","4","1","MANHATTAN","180","SOUTH STREET","10038","3B","3","00111","0100","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT BATHTUB  IN THE  BATHROOM  LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","B","09/12/2025","09/16/2025","502","N","40.708821","-73.998968","103","1","1077413","1001110100","25","MN0301"
"18237013","986494","1","MANHATTAN","180","180","180","SOUTH STREET","10038","SMITH","27","4","1","MANHATTAN","180","SOUTH STREET","10038","3B","3","00111","0100","§ 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE SHOWER CURTAIN SUPPORT  AT BATHTUB  IN THE  BATHROOM  LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","A","09/12/2025","09/16/2025","509","N","40.708821","-73.998968","103","1","1077413","1001110100","25","MN0301"
"18237017","986494","1","MANHATTAN","180","180","180","SOUTH STREET","10038","SMITH","27","4","1","MANHATTAN","180","SOUTH STREET","10038","3B","3","00111","0100","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING, WEST WALL AND SOUTH WALL  IN THE  BATHROOM  LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","B","09/12/2025","09/16/2025","508","N","40.708821","-73.998968","103","1","1077413","1001110100","25","MN0301"
"18231655","989617","3","BROOKLYN","730","722","740","GATES AVENUE","11221","STUYVESANT GARDENS I","221","20","3","BROOKLYN","730","GATES AVENUE","11221",,"-999","01635","0003","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE  LATCH, AT BUILDING FRONT ENTRANCE","C","09/16/2025","09/17/2025","530","N","40.68797","-73.935297","303","36","3426336","3016350003","293","BK0302"
"18237382","986494","1","MANHATTAN","180","180","180","SOUTH STREET","10038","SMITH","27","4","1","MANHATTAN","180","SOUTH STREET","10038","3B","3","00111","0100","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE            NORTH WALL IN THE  6th ROOM  FROM NORTH LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH","A","09/12/2025","09/16/2025","508","N","40.708821","-73.998968","103","1","1077413","1001110100","25","MN0301"
"18326276","210424","3","BROOKLYN","370","370","372","BLAKE AVENUE","11212","VAN DYKE I","61","16","3","BROOKLYN","372","BLAKE AVENUE","11212","10E","10","03777","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING   IN THE  BATHROOM  LOCATED AT APT 10E, 10th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","10/27/2025","10/31/2025","508","N","40.666238","-73.905526","316","41","3328042","3037770001","910","BK1602"
"18217474","809272","3","BROOKLYN","147","147","153","RICHARDS STREET","11231","RED HOOK WEST","79","92","3","BROOKLYN","149","RICHARDS STREET","11231","2A","2","557","1","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILINGS  IN THE  ENTIRE APARTMENT  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","A","09/10/2025","09/15/2025","556","N","40.676742","-74.010891","306","38","3323703","3005570001","85","BK0601"
"18217475","809272","3","BROOKLYN","147","147","153","RICHARDS STREET","11231","RED HOOK WEST","79","92","3","BROOKLYN","149","RICHARDS STREET","11231","2A","2","557","1","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD BASE CABINETS AT WEST WALL  IN THE  KITCHEN  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/10/2025","09/15/2025","502","N","40.676742","-74.010891","306","38","3323703","3005570001","85","BK0601"
"18217476","809272","3","BROOKLYN","147","147","153","RICHARDS STREET","11231","RED HOOK WEST","79","92","3","BROOKLYN","149","RICHARDS STREET","11231","2A","2","557","1","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE  ENTIRE APARTMENT  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","C","09/10/2025","09/15/2025","569","N","40.676742","-74.010891","306","38","3323703","3005570001","85","BK0601"
"18217477","809272","3","BROOKLYN","147","147","153","RICHARDS STREET","11231","RED HOOK WEST","79","92","3","BROOKLYN","149","RICHARDS STREET","11231","2A","2","557","1","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR  IN THE  KITCHEN  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","C","09/10/2025","09/15/2025","502","N","40.676742","-74.010891","306","38","3323703","3005570001","85","BK0601"
"18240375","6623","1","MANHATTAN","132","132","134","AVENUE D","10009","RIIS","18","13","1","MANHATTAN","132","AVENUE D","10009","4A","4","00362","0010","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT EAST  AND SOUTH WALLS   IN THE  2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","09/19/2025","09/19/2025","556","N","40.72437","-73.975518","103","2","1077504","1003620010","24","MN0303"
"18240376","6623","1","MANHATTAN","132","132","134","AVENUE D","10009","RIIS","18","13","1","MANHATTAN","132","AVENUE D","10009","4A","4","00362","0010","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ALL LOWER SASHES ON ALL EAST WINDOWS   IN THE  2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","09/19/2025","09/19/2025","501","N","40.72437","-73.975518","103","2","1077504","1003620010","24","MN0303"
"18240377","6623","1","MANHATTAN","132","132","134","AVENUE D","10009","RIIS","18","13","1","MANHATTAN","132","AVENUE D","10009","4A","4","00362","0010","§ 27-2005 HMC: REFIT… LOWER SASH AT EAST WINDOW   IN THE  3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","09/19/2025","09/19/2025","529","N","40.72437","-73.975518","103","2","1077504","1003620010","24","MN0303"
"18240378","6623","1","MANHATTAN","132","132","134","AVENUE D","10009","RIIS","18","13","1","MANHATTAN","132","AVENUE D","10009","4A","4","00362","0010","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT EAST AND SOUTH WALLS   IN THE  3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","09/19/2025","09/19/2025","556","N","40.72437","-73.975518","103","2","1077504","1003620010","24","MN0303"
"18235876","120460","2","BRONX","1320","1318","1332","WEBSTER AVENUE","10456","BUTLER","113","1","2","BRONX","1330","WEBSTER AVENUE","10456","1D","1","02894","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ FT VISIBLE MOLD AT WEST WALL  IN THE  BATHROOM  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","B","09/18/2025","09/18/2025","550","N","40.834189","-73.90854","203","16","2092074","2028940001","14701","BX0302"
"18235877","120460","2","BRONX","1320","1318","1332","WEBSTER AVENUE","10456","BUTLER","113","1","2","BRONX","1330","WEBSTER AVENUE","10456","1D","1","02894","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING   IN THE  3rd ROOM  FROM NORTH LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","B","09/18/2025","09/18/2025","508","N","40.834189","-73.90854","203","16","2092074","2028940001","14701","BX0302"
"18235878","120460","2","BRONX","1320","1318","1332","WEBSTER AVENUE","10456","BUTLER","113","1","2","BRONX","1330","WEBSTER AVENUE","10456","1D","1","02894","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS  IN THE  KITCHEN  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","B","09/18/2025","09/18/2025","508","N","40.834189","-73.90854","203","16","2092074","2028940001","14701","BX0302"
"18235879","120460","2","BRONX","1320","1318","1332","WEBSTER AVENUE","10456","BUTLER","113","1","2","BRONX","1330","WEBSTER AVENUE","10456","1D","1","02894","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING   IN THE  1st ROOM  FROM NORTH LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","B","09/18/2025","09/18/2025","508","N","40.834189","-73.90854","203","16","2092074","2028940001","14701","BX0302"
"18235880","120460","2","BRONX","1320","1318","1332","WEBSTER AVENUE","10456","BUTLER","113","1","2","BRONX","1330","WEBSTER AVENUE","10456","1D","1","02894","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST","C","09/18/2025","09/18/2025","568","N","40.834189","-73.90854","203","16","2092074","2028940001","14701","BX0302"
"18240379","6623","1","MANHATTAN","132","132","134","AVENUE D","10009","RIIS","18","13","1","MANHATTAN","132","AVENUE D","10009","4A","4","00362","0010","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT SOUTH WALL AT SOUTH CLOSET   IN THE  3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","09/19/2025","09/19/2025","556","N","40.72437","-73.975518","103","2","1077504","1003620010","24","MN0303"
"18240380","6623","1","MANHATTAN","132","132","134","AVENUE D","10009","RIIS","18","13","1","MANHATTAN","132","AVENUE D","10009","4A","4","00362","0010","§ 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF A FREE STANDING RADIATOR   IN THE  3rd ROOM  FROM NORTH LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","C","09/19/2025","09/19/2025","510","N","40.72437","-73.975518","103","2","1077504","1003620010","24","MN0303"
"18240381","6623","1","MANHATTAN","132","132","134","AVENUE D","10009","RIIS","18","13","1","MANHATTAN","132","AVENUE D","10009","4A","4","00362","0010","§  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION HEAT RISER PIPE ON SOUTH WALL   IN THE  3rd ROOM  FROM NORTH LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST","A","09/19/2025","09/19/2025","554","N","40.72437","-73.975518","103","2","1077504","1003620010","24","MN0303"
